iter	Logloss
172	0.05061542194
173	0.05059168997
174	0.05058532323
175	0.05056267448
176	0.05051367845
177	0.0504952727
178	0.05047741041
179	0.05042649766
180	0.05034009398
181	0.05033416268
182	0.05029579016
183	0.05028672068
184	0.05025522847
185	0.0502276736
186	0.05021204056
187	0.05019986834
188	0.05018170386
189	0.0501607511
190	0.05014651182
191	0.05012850745
192	0.05011070312
193	0.05009263824
194	0.05008618198
195	0.0500688023
196	0.05005036019
197	0.05004598203
198	0.05003580833
199	0.05003198744
200	0.05002652308
201	0.05001853395
202	0.04997942407
203	0.04994292412
204	0.04990045881
205	0.04987744842
206	0.04985692563
207	0.04982649789
208	0.04977227881
209	0.04970590251
210	0.04965860391
211	0.04961623531
212	0.04954835367
213	0.04952337057
214	0.04951074479
215	0.04948871536
216	0.04941985294
217	0.04939949606
218	0.0493896214
219	0.04937309692
220	0.04935269457
221	0.04934311786
222	0.04933032762
223	0.0493174046
224	0.04930101512
225	0.04928679987
226	0.04928219749
227	0.04927868467
228	0.04926665546
229	0.04924953057
230	0.0492306401
231	0.04920185164
232	0.04919455955
233	0.04917740484
234	0.04916343183
235	0.04913583404
236	0.0491290933
237	0.04910888281
238	0.04909550432
239	0.04908784266
240	0.0490823508
241	0.04904931561
242	0.0490334043
243	0.04903232865
244	0.04897802697
245	0.04894159941
246	0.04894009758
247	0.04891851705
248	0.04890324887
249	0.04888760645
250	0.04887997853
251	0.04885721407
252	0.04884967294
253	0.04884332492
254	0.04883002929
255	0.04881921831
256	0.04881303108
257	0.04879623988
258	0.04878254567
259	0.04876824743
260	0.0487248946
261	0.04868113848
262	0.04865541088
263	0.04863699187
264	0.04861853267
265	0.04859716956
266	0.0485839254
267	0.0485737267
268	0.04854895781
269	0.04853213076
270	0.0485218383
271	0.04851824161
272	0.04850835206
273	0.04847305965
274	0.04842226604
275	0.04841252405
276	0.0484114877
277	0.04841029038
278	0.04838207876
279	0.04836792905
280	0.04834978775
281	0.04834711617
282	0.04834491809
283	0.04834387092
284	0.0483348281
285	0.04829184201
286	0.04828682484
287	0.048271575
288	0.04826883694
289	0.04824223848
290	0.0482227662
291	0.0482212283
292	0.04820049977
293	0.04819848805
294	0.04817383465
295	0.04815378461
296	0.04813080359
297	0.04808467949
298	0.04804496683
299	0.04803312762
300	0.04802318756
301	0.04799855446
302	0.04798688524
303	0.04798613129
304	0.04796803924
305	0.04796572202
306	0.04795335807
307	0.04793745775
308	0.04792422991
309	0.04791497718
310	0.04790322283
311	0.0478877143
312	0.04787119735
313	0.04787025785
314	0.04786764909
315	0.04785218572
316	0.0478376739
317	0.04782080742
318	0.04780211725
319	0.04778468827
320	0.04777433816
321	0.04775459373
322	0.04774318676
323	0.04772548817
324	0.04771175293
325	0.04770509325
326	0.04768286794
327	0.04766043069
328	0.04764045757
329	0.04762410383
330	0.04761296192
331	0.04757270902
332	0.04754033115
333	0.04752663467
334	0.04750964286
335	0.04749843573
336	0.04748677316
337	0.04746534461
338	0.04743929878
339	0.04742108269
340	0.04739762508
341	0.04738921675
342	0.04737435601
343	0.0473619362
344	0.04736056766
345	0.04735111207
346	0.04734268567
347	0.04733267253
348	0.04731575708
349	0.04730864476
350	0.04730648177
351	0.04728385693
352	0.04726826153
353	0.04725944336
354	0.04724864867
355	0.04723777032
356	0.04722823518
357	0.04721925013
358	0.0472100719
359	0.04720423878
360	0.04719966656
361	0.04719360673
362	0.04717916894
363	0.04717407731
364	0.04716414666
365	0.04715707567
366	0.04715367969
367	0.04714319062
368	0.04712797323
369	0.04711057461
370	0.04710140013
371	0.04709274713
372	0.04707606701
373	0.04705386732
374	0.04704432941
375	0.04703073143
376	0.04702797219
377	0.04701607543
378	0.04701344899
379	0.04700356764
380	0.04698887592
381	0.04698261512
382	0.04697405229
383	0.0469630961
384	0.04694515009
385	0.04694012253
386	0.04693785975
387	0.04693760736
388	0.04693620867
389	0.04692640321
390	0.0469262928
391	0.04691732842
392	0.0469070006
393	0.04689668228
394	0.04688167456
395	0.04686839876
396	0.04685483258
397	0.04684567704
398	0.04682532516
399	0.04680776049
400	0.04679331569
401	0.04676666536
402	0.04675393641
403	0.04674515183
404	0.04673706062
405	0.04672840891
406	0.04671720688
407	0.0466934265
408	0.04667341797
409	0.04666224638
410	0.0466585912
411	0.04665472274
412	0.04665157602
413	0.04663991167
414	0.04663913725
415	0.04663840265
416	0.04662867288
417	0.04662735487
418	0.04662416959
419	0.046622152
420	0.04662195853
421	0.04662179477
422	0.04662157697
423	0.04662097834
424	0.04660237217
425	0.04658677586
426	0.04658099479
427	0.0465758302
428	0.04656717217
429	0.04656666808
430	0.04655462129
431	0.0465432867
432	0.04652822035
433	0.04651645067
434	0.04650803212
435	0.04649971928
436	0.04649357097
437	0.04648323899
438	0.04647375641
439	0.04646575923
440	0.04646102478
441	0.04644564743
442	0.04643354083
443	0.0464204141
444	0.04640798403
445	0.04639188278
446	0.04637872549
447	0.04637725344
448	0.04634287629
449	0.04633955434
450	0.04633442194
451	0.04632601947
452	0.04630970887
453	0.04630332248
454	0.04629767408
455	0.04629440235
456	0.04627471624
457	0.04627236111
458	0.04626157846
459	0.0462515198
460	0.04625127587
461	0.04624488116
462	0.04622233778
463	0.04621635139
464	0.0462147013
465	0.0462069665
466	0.04620340159
467	0.04619678893
468	0.04618860454
469	0.04618467447
470	0.04618125973
471	0.04617375192
472	0.04617107533
473	0.04616965382
474	0.04616797655
475	0.04616591193
476	0.04616532749
477	0.04615120881
478	0.04614832458
479	0.04614756801
480	0.04613680325
481	0.04613585718
482	0.0461352239
483	0.04613301656
484	0.04612626694
485	0.04612248778
486	0.04611319901
487	0.04610690038
488	0.04610115812
489	0.04609496536
490	0.0460876044
491	0.04608129512
492	0.04608085072
493	0.04607545702
494	0.0460715804
495	0.04605978078
496	0.04604609182
497	0.04603732951
498	0.04602907388
499	0.04602212462
